File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF411KGD	bed narrowPeak	peaks and background as input for IDR	ENCSR450BLH	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF626LKC, ENCFF693ANZ	7174687	ENCODE Processing Pipeline	168d0ffe9709a443c30286b0b7c045e7		https://www.encodeproject.org/files/ENCFF411KGD/@@download/ENCFF411KGD.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF574FIL	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR450BLH	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF411KGD, ENCFF419RSJ	807722	ENCODE Processing Pipeline	8371b117d5252bb3767d2f28a355ac8f		https://www.encodeproject.org/files/ENCFF574FIL/@@download/ENCFF574FIL.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF088SYH	bed narrowPeak	peaks and background as input for IDR	ENCSR972LYL	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF158YVQ, ENCFF664ITJ	6629904	ENCODE Processing Pipeline	6561cc38e9ca79c1de0d331b5f8fce18		https://www.encodeproject.org/files/ENCFF088SYH/@@download/ENCFF088SYH.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF544XZU	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR972LYL	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF001TDO, ENCFF088SYH	695378	ENCODE Processing Pipeline	cff62d9a0bc723ace8b5022252329a64		https://www.encodeproject.org/files/ENCFF544XZU/@@download/ENCFF544XZU.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF817YDQ	bed narrowPeak	peaks and background as input for IDR	ENCSR972LYL	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF696CNP, ENCFF703ZWI	6594639	ENCODE Processing Pipeline	134b0364f2667578bf917634ac4762a1		https://www.encodeproject.org/files/ENCFF817YDQ/@@download/ENCFF817YDQ.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF749CMN	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR972LYL	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF419RSJ, ENCFF817YDQ	680045	ENCODE Processing Pipeline	8d0d2b5879f9457ae314fc1cc797aa90		https://www.encodeproject.org/files/ENCFF749CMN/@@download/ENCFF749CMN.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF435JAM	bed narrowPeak	peaks and background as input for IDR	ENCSR469POZ	ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF900VZW, ENCFF975GAM	6914692	ENCODE Processing Pipeline	e833e9698dc5df2dabd14273a537c736		https://www.encodeproject.org/files/ENCFF435JAM/@@download/ENCFF435JAM.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF239EJM	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR469POZ	ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF001TDO, ENCFF435JAM	629010	ENCODE Processing Pipeline	999a4fc5ad3abd222034a1737795fa25		https://www.encodeproject.org/files/ENCFF239EJM/@@download/ENCFF239EJM.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF691IPU	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR469POZ	ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF419RSJ, ENCFF712PGZ	643176	ENCODE Processing Pipeline	f7dcdce4c0002aea60631779c9aa27d2		https://www.encodeproject.org/files/ENCFF691IPU/@@download/ENCFF691IPU.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF712PGZ	bed narrowPeak	peaks and background as input for IDR	ENCSR469POZ	ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF599CGM, ENCFF804BRR	6964759	ENCODE Processing Pipeline	c02701e88fc6bb981d6bf0015a036af9		https://www.encodeproject.org/files/ENCFF712PGZ/@@download/ENCFF712PGZ.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF398VGB	bed narrowPeak	peaks and background as input for IDR	ENCSR744YJR	ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF446KCO, ENCFF667NBG	6453063	ENCODE Processing Pipeline	a7c0fedf24ba4507e174641879f1a881		https://www.encodeproject.org/files/ENCFF398VGB/@@download/ENCFF398VGB.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF401DFB	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR744YJR	ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF001TDO, ENCFF398VGB	491150	ENCODE Processing Pipeline	f2d354244aac6561aaf810112b904fe9		https://www.encodeproject.org/files/ENCFF401DFB/@@download/ENCFF401DFB.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF555BRJ	bed narrowPeak	peaks and background as input for IDR	ENCSR744YJR	ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF686NWU, ENCFF797ERZ	6459146	ENCODE Processing Pipeline	3c1ea78b7c391137d6087e2d8462c0b1		https://www.encodeproject.org/files/ENCFF555BRJ/@@download/ENCFF555BRJ.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF026ZWL	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR744YJR	ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF419RSJ, ENCFF555BRJ	486155	ENCODE Processing Pipeline	fd432cfc247ed205e9108572ec4479cb		https://www.encodeproject.org/files/ENCFF026ZWL/@@download/ENCFF026ZWL.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF541GTF	bed narrowPeak	peaks and background as input for IDR	ENCSR822PJT	ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF309III, ENCFF735LIV	6736752	ENCODE Processing Pipeline	9a5076239e164774b5cc1f186250afab		https://www.encodeproject.org/files/ENCFF541GTF/@@download/ENCFF541GTF.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF646ODW	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR822PJT	ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF001TDO, ENCFF541GTF	738625	ENCODE Processing Pipeline	eaede68764398ab30bd3ee58592c9fc1		https://www.encodeproject.org/files/ENCFF646ODW/@@download/ENCFF646ODW.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF383YWV	bed narrowPeak	peaks and background as input for IDR	ENCSR822PJT	ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF129ZFR, ENCFF809BGD	6785669	ENCODE Processing Pipeline	d91d3940ff723bf1695effd8605f7f46		https://www.encodeproject.org/files/ENCFF383YWV/@@download/ENCFF383YWV.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF611MLV	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR822PJT	ChIP-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF383YWV, ENCFF419RSJ	751797	ENCODE Processing Pipeline	39b67268eb7ebb3aa24619eeb5b8c0d5		https://www.encodeproject.org/files/ENCFF611MLV/@@download/ENCFF611MLV.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF779QTR	bed narrowPeak	peaks and background as input for IDR	ENCSR899JSO	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF282SQP, ENCFF745BKE	6480153	ENCODE Processing Pipeline	439031ea4ee45d2a7377621e80087599		https://www.encodeproject.org/files/ENCFF779QTR/@@download/ENCFF779QTR.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF622LJD	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR899JSO	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF001TDO, ENCFF779QTR	665695	ENCODE Processing Pipeline	daea7f8fce240eb4f1d04843574efc65		https://www.encodeproject.org/files/ENCFF622LJD/@@download/ENCFF622LJD.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF412TMX	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR899JSO	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF419RSJ, ENCFF636RLY	664490	ENCODE Processing Pipeline	6cd443439225358a47a29908bd08f39a		https://www.encodeproject.org/files/ENCFF412TMX/@@download/ENCFF412TMX.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF636RLY	bed narrowPeak	peaks and background as input for IDR	ENCSR899JSO	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF069JAM, ENCFF838GUO	6472204	ENCODE Processing Pipeline	2d2fa18ba58453ec8ba341eedfdeb45d		https://www.encodeproject.org/files/ENCFF636RLY/@@download/ENCFF636RLY.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF142FYE	bed narrowPeak	peaks and background as input for IDR	ENCSR911GFJ	ChIP-seq	UBERON:0001114	right lobe of liver	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF744HKB, ENCFF928FSC	5990872	ENCODE Processing Pipeline	f8dd3e03ef057fbc2f714c956e7f72d8		https://www.encodeproject.org/files/ENCFF142FYE/@@download/ENCFF142FYE.bed.gz	hg19			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF665OBP	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR911GFJ	ChIP-seq	UBERON:0001114	right lobe of liver	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF001TDO, ENCFF142FYE	646417	ENCODE Processing Pipeline	457b941cc82434201d517028c3f5d598		https://www.encodeproject.org/files/ENCFF665OBP/@@download/ENCFF665OBP.bed.gz	hg19			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF749PCR	bed narrowPeak	peaks and background as input for IDR	ENCSR911GFJ	ChIP-seq	UBERON:0001114	right lobe of liver	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF196CKN, ENCFF621CXJ	5996749	ENCODE Processing Pipeline	b48732b32e020b3e6d00c1d2a8fa5715		https://www.encodeproject.org/files/ENCFF749PCR/@@download/ENCFF749PCR.bed.gz	GRCh38			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF136LAP	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR911GFJ	ChIP-seq	UBERON:0001114	right lobe of liver	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF419RSJ, ENCFF749PCR	654499	ENCODE Processing Pipeline	c7b0f4129596c4f3e6978adca81e9426		https://www.encodeproject.org/files/ENCFF136LAP/@@download/ENCFF136LAP.bed.gz	GRCh38			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF833TSX	bed narrowPeak	peaks and background as input for IDR	ENCSR492ZIW	ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF334HAL, ENCFF899IHZ	6509134	ENCODE Processing Pipeline	e3812333d1f49ced5c48f4d37d476541		https://www.encodeproject.org/files/ENCFF833TSX/@@download/ENCFF833TSX.bed.gz	hg19			released	low read depth, antibody characterized with exemption			
ENCFF384ALJ	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR492ZIW	ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF001TDO, ENCFF833TSX	682910	ENCODE Processing Pipeline	32060bc34be711141392c9bd81ed44cf		https://www.encodeproject.org/files/ENCFF384ALJ/@@download/ENCFF384ALJ.bed.gz	hg19			released	low read depth, antibody characterized with exemption			
ENCFF509RCR	bed narrowPeak	peaks and background as input for IDR	ENCSR492ZIW	ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF209HOO, ENCFF867AMO	6571583	ENCODE Processing Pipeline	0f2c8944b869d2a56902c50453b99045		https://www.encodeproject.org/files/ENCFF509RCR/@@download/ENCFF509RCR.bed.gz	GRCh38			released	low read depth, antibody characterized with exemption			
ENCFF989JUA	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR492ZIW	ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF419RSJ, ENCFF509RCR	695614	ENCODE Processing Pipeline	dc90d52742ee19589d8c6345cad790a7		https://www.encodeproject.org/files/ENCFF989JUA/@@download/ENCFF989JUA.bed.gz	GRCh38			released	low read depth, antibody characterized with exemption			
ENCFF101PDP	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR998NQG	ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens				CTCF-human	DNA					False	2017-02-01	ENCODE				2							ENCFF001TDO, ENCFF693ETV	396511	ENCODE Processing Pipeline	3e321488d5af15c415b932c9c969b2e1		https://www.encodeproject.org/files/ENCFF101PDP/@@download/ENCFF101PDP.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF693ETV	bed narrowPeak	peaks and background as input for IDR	ENCSR998NQG	ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens				CTCF-human	DNA					False	2017-02-01	ENCODE				2							ENCFF004MGP, ENCFF950BSF	5946564	ENCODE Processing Pipeline	8eeb8e9ed18535d626ef61e81c346fd9		https://www.encodeproject.org/files/ENCFF693ETV/@@download/ENCFF693ETV.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF281XHU	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR998NQG	ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens				CTCF-human	DNA					False	2017-02-01	ENCODE				2							ENCFF419RSJ, ENCFF587UBP	386519	ENCODE Processing Pipeline	4e43fd7d51aeed90b1add774ad1c2f6a		https://www.encodeproject.org/files/ENCFF281XHU/@@download/ENCFF281XHU.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF587UBP	bed narrowPeak	peaks and background as input for IDR	ENCSR998NQG	ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens				CTCF-human	DNA					False	2017-02-01	ENCODE				2							ENCFF364HTM, ENCFF863CTX	5913190	ENCODE Processing Pipeline	137f47cddc0ad49dee3fc48d2e297f5c		https://www.encodeproject.org/files/ENCFF587UBP/@@download/ENCFF587UBP.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
